,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
635,The Mischief Maker,Edward Phillips Oppenheim,1866,1946,24,['Detective and mystery stories'],94,5,375,803,['Detective and mystery stories'],27,21,0.05319148936170213,0.2248449855176259,0.10168676860941629,Julien,Kendricks
636,The Missioner,Edward Phillips Oppenheim,1866,1946,26,['Detective and mystery stories'],96,6,317,763,['Detective and mystery stories'],27,21,0.0625,0.18945632945477286,0.13255990769724457,Macheson,Wilhelmina
637,The Moving Finger,Edward Phillips Oppenheim,1866,1946,28,['Detective and mystery stories'],72,5,284,667,['Detective and mystery stories'],27,21,0.06944444444444445,0.2239574547012066,0.10091473616207838,Saton,Lois
638,The New Tenant,Edward Phillips Oppenheim,1866,1946,16,['Detective and mystery stories'],91,6,322,850,['Detective and mystery stories'],27,21,0.06593406593406594,0.1668270552835152,0.10528418876719281,Helen,Allan
639,The Pawns Count,Edward Phillips Oppenheim,1866,1946,31,['Detective and mystery stories'],86,4,323,613,['Detective and mystery stories'],27,21,0.046511627906976744,0.16423112304301918,0.14703544939045005,Fischer,Pamela
640,The Profiteers,Edward Phillips Oppenheim,1866,1946,32,['Detective and mystery stories'],67,3,231,470,['Detective and mystery stories'],27,21,0.04477611940298507,0.2214715110023985,0.16683904243968606,Wingate,Dredlinton
641,The Survivor,Edward Phillips Oppenheim,1866,1946,39,['Detective and mystery stories'],59,4,209,556,['Detective and mystery stories'],27,21,0.06779661016949153,0.22139630971498503,0.12884426223971698,Douglas,Drexley
642,The Tempting of Tavernake,Edward Phillips Oppenheim,1866,1946,59,['Detective and mystery stories'],61,3,228,518,['Detective and mystery stories'],27,21,0.04918032786885246,0.28462710575310063,0.148789568466195,Tavernake,Beatrice
643,The Traitors,Edward Phillips Oppenheim,1866,1946,31,['Spy stories'],55,3,216,488,['Spy stories'],42,21,0.05454545454545454,0.3098163892923156,0.1670457116018847,Reist,Domiloff
644,The Vanished Messenger,Edward Phillips Oppenheim,1866,1946,35,"['Detective and mystery stories', 'Fiction']",77,3,274,732,"['Detective and mystery stories', 'Fiction']",27,21,0.03896103896103896,0.24342000465905791,0.17924337530161646,Fentolin,Hamel
645,The Wicked Marquis,Edward Phillips Oppenheim,1866,1946,13,"['Detective and mystery stories', 'Fiction']",92,5,392,871,"['Detective and mystery stories', 'Fiction']",27,21,0.05434782608695652,0.1529371493168296,0.11506129842305357,Marquis,Letitia
646,The Yellow Crayon,Edward Phillips Oppenheim,1866,1946,37,"['Detective and mystery stories', 'Fiction']",90,4,299,712,"['Detective and mystery stories', 'Fiction']",27,21,0.044444444444444446,0.20936960294765256,0.14403181443864357,Sabin,Lucille
647,The Zeppelin's Passenger,Edward Phillips Oppenheim,1866,1946,32,"['Historical fiction', 'World War, 1914-1918 -- Fiction']",70,4,308,391,"['Historical fiction', 'Fiction', 'World War, 1914-1918']",34,21,0.05714285714285714,0.18267267860314362,0.1282921595807168,Philippa,Lessingham
648,To Win the Love He Sought,Edward Phillips Oppenheim,1866,1946,13,['Detective and mystery stories'],88,9,248,705,['Detective and mystery stories'],27,21,0.10227272727272728,0.10989826617074265,0.08550022460517792,Margharita,St. Maurice
649,American Boy's Life of Theodore Roosevelt,Edward Stratemeyer,1862,1930,66,"['Roosevelt, Theodore, 1858-1919 -- Juvenile literature']",162,13,464,835,"['Roosevelt, Theodore, 1858-1919', 'Juvenile literature']",-1,21,0.08024691358024691,0.2744959829174575,0.07650339431793297,Roosevelt,McKinley
650,At the Fall of Port Arthur,Edward Stratemeyer,1862,1930,22,"['Russo-Japanese War, 1904-1905 -- Juvenile fiction']",86,6,361,572,"['Juvenile fiction', 'Russo-Japanese War, 1904-1905']",-1,21,0.06976744186046512,0.16786621612519795,0.08133517694679641,Larry,Luke
651,Boys of The Fort,Edward Stratemeyer,1862,1930,292,"['Historical fiction', 'Pompeii (Extinct city) -- Fiction']",64,4,203,376,"['Historical fiction', 'Fiction', 'Pompeii (Extinct city)']",34,21,0.0625,0.16928111476768903,0.1387068320987429,Joe,Darry
652,Dave Porter and His Double,Edward Stratemeyer,1862,1930,6,['Civil engineers -- Juvenile fiction'],89,5,406,590,"['Juvenile fiction', 'Civil engineers']",-1,21,0.056179775280898875,0.23833337637745836,0.1017322628524004,Dave,Roger
653,Dave Porter and His Rivals,Edward Stratemeyer,1862,1930,19,['Boarding schools -- Juvenile fiction'],88,6,518,469,"['Boarding schools', 'Juvenile fiction']",18,21,0.06818181818181818,0.20777076721557033,0.08303981045506544,Dave,Phil
654,Dave Porter and the Runaways,Edward Stratemeyer,1862,1930,9,['Boarding schools -- Juvenile fiction'],70,5,358,356,"['Boarding schools', 'Juvenile fiction']",18,21,0.07142857142857142,0.19825016933521142,0.1258096528251147,Dave,Phil
655,Dave Porter At Bear Camp,Edward Stratemeyer,1862,1930,15,['Camps -- Juvenile fiction'],63,5,318,261,"['Camps', 'Juvenile fiction']",-1,21,0.07936507936507936,0.2378754162766308,0.08278117578679384,Dave,Jessie
656,Dave Porter at Star Ranch,Edward Stratemeyer,1862,1930,22,"['Cowboys -- Juvenile fiction', 'Ranch life -- Juvenile fiction', 'West (U.S.) -- Juvenile fiction']",67,5,277,369,"['Juvenile fiction', 'West (U.S.)', 'Ranch life', 'Cowboys']",34,21,0.07462686567164178,0.22542536213141248,0.10956498100015614,Dave,Phil
657,Dave Porter in the Far North,Edward Stratemeyer,1862,1930,10,"['Boarding schools -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Norway -- Juvenile fiction', 'Ocean travel -- Juvenile fiction', 'Schools -- Juvenile fiction']",93,8,376,784,"['Boarding schools', 'Boys', 'Norway', 'Schools', 'Ocean travel', 'Juvenile fiction']",18,21,0.08602150537634409,0.22892006052492128,0.09136423786853505,Dave,Roger
658,Dave Porter in the Gold Fields,Edward Stratemeyer,1862,1930,27,"['Detective and mystery stories', 'Gold mines and mining -- Juvenile fiction', 'Miners -- Juvenile fiction', 'Western stories']",86,5,354,533,"['Detective and mystery stories', 'Miners', 'Gold mines and mining', 'Western stories', 'Juvenile fiction']",27,21,0.05813953488372093,0.18638097042149943,0.1532740268384789,Dave,Roger
659,Dave Porter in the South Seas,Edward Stratemeyer,1862,1930,27,"['Father and child -- Juvenile fiction', 'Missing persons -- Juvenile fiction', 'Mystery and detective stories', 'Ocean travel -- Juvenile fiction', 'Oceania -- Juvenile fiction', 'Sea stories']",89,7,408,656,"['Oceania', 'Sea stories', 'Father and child', 'Missing persons', 'Ocean travel', 'Juvenile fiction', 'Mystery and detective stories']",34,21,0.07865168539325842,0.24764418708782832,0.08803987510796979,Dave,Roger
660,Dave Porter on Cave Island,Edward Stratemeyer,1862,1930,8,"['Burglary -- Juvenile fiction', 'Islands -- Juvenile fiction', 'Mystery and detective stories', 'Ocean travel -- Juvenile fiction', 'Sea stories', 'Thieves -- Juvenile fiction']",89,6,347,532,"['Burglary', 'Sea stories', 'Islands', 'Thieves', 'Ocean travel', 'Juvenile fiction', 'Mystery and detective stories']",34,21,0.06741573033707865,0.20122650742867032,0.08966554546326762,Dave,Phil
661,Fighting in Cuban Waters,Edward Stratemeyer,1862,1930,9,"['Spanish-American War, 1898 -- Campaigns -- Cuba -- Juvenile Fiction']",151,11,566,1055,"['Juvenile Fiction', 'Campaigns', 'Spanish-American War, 1898', 'Cuba']",-1,21,0.0728476821192053,0.2040819665274931,0.0609221317833054,Walter,Caleb
662,First at the North Pole,Edward Stratemeyer,1862,1930,29,"['Adventure stories', 'Arctic regions -- Discovery and exploration -- Juvenile fiction', 'North Pole -- Juvenile fiction']",87,4,338,626,"['Arctic regions', 'Discovery and exploration', 'Adventure stories', 'North Pole', 'Juvenile fiction']",34,21,0.04597701149425287,0.19415569890455112,0.18407191075700013,Andy,Chet
663,For the Liberty of Texas,Edward Stratemeyer,1862,1930,27,"['Texas -- History -- Revolution, 1835-1836 -- Fiction']",99,7,375,787,"['History', 'Revolution, 1835-1836', 'Texas', 'Fiction']",-1,21,0.0707070707070707,0.16584070318429014,0.09608154050857406,Dan,Ralph
664,Four Boy Hunters,Edward Stratemeyer,1862,1930,13,"['Frontier and pioneer life -- Kentucky -- Juvenile fiction', 'Hunting stories', 'Indians of North America -- Kentucky -- Juvenile fiction']",44,6,201,434,"['Kentucky', 'Frontier and pioneer life', 'Indians of North America', 'Hunting stories', 'Juvenile fiction']",27,21,0.13636363636363635,0.19209938740455057,0.08540912416642356,Shep,Andrew Felps
665,Leo the Circus Boy,Edward Stratemeyer,1862,1930,20,"['Boy Scouts -- Juvenile fiction', 'Maine -- Juvenile fiction']",77,10,258,705,"['Juvenile fiction', 'Maine', 'Boy Scouts']",-1,21,0.12987012987012986,0.2185751972237757,0.0759368008101704,Leo,Carl
666,Marching on Niagara,Edward Stratemeyer,1862,1930,12,"['Forbes Expedition against Fort Duquesne, Pa., 1758 -- Juvenile fiction', 'Forbes, John, 1710-1759 -- Juvenile fiction', 'United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction', 'War stories']",100,6,415,771,"['History', 'United States', 'Juvenile fiction', 'War stories', 'Forbes, John, 1710-1759', 'Forbes Expedition against Fort Duquesne, Pa., 1758', 'French and Indian War, 1754-1763']",34,21,0.06,0.19417108758102078,0.15503787771863353,Dave,Henry
667,On the Trail of Pontiac,Edward Stratemeyer,1862,1930,16,"[""Pontiac\\'s Conspiracy, 1763-1765 -- Juvenile fiction"", 'Pontiac, Ottawa Chief, -1769 -- Juvenile fiction']",74,5,306,508,"['Pontiac, Ottawa Chief, -1769', 'Juvenile fiction', ""Pontiac\\'s Conspiracy, 1763-1765""]",-1,21,0.06756756756756757,0.16384464242276506,0.12004033276041945,Dave,James Morris
668,Out with Gun and Camera,Edward Stratemeyer,1862,1930,62,"['Art -- Italy -- Florence', 'Genoa (Italy) -- History', 'Tuscany (Italy) -- Description and travel']",49,5,193,483,"['Florence', 'History', 'Tuscany (Italy)', 'Genoa (Italy)', 'Art', 'Description and travel', 'Italy']",-1,21,0.10204081632653061,0.1932165585533449,0.10188477683559453,Shep,Tommy
669,The Boy Land Boomer,Edward Stratemeyer,1862,1930,55,"['Africa, East -- Description and travel', 'Hunting -- Africa, East']",70,5,318,577,"['Africa, East', 'Hunting', 'Description and travel']",-1,21,0.07142857142857142,0.15573973335872904,0.1313292046692569,Dick,Pawnee Brown
670,The Campaign of the Jungle,Edward Stratemeyer,1862,1930,42,"['Philippines -- History -- Philippine American War, 1899-1902 -- Juvenile fiction']",108,8,462,872,"['History', 'Philippines', 'Juvenile fiction', 'Philippine American War, 1899-1902']",-1,21,0.07407407407407407,0.16630659912412799,0.1354151420046478,Ben,Larry
671,The Last Cruise of the Spitfire,Edward Stratemeyer,1862,1930,12,"['Family -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction']",57,10,248,474,"['Voyages and travels', 'Sailors', 'Juvenile fiction', 'Family']",18,17,0.17543859649122806,0.09029393053891117,0.0766666708338848,Hannock,Stillwell
672,The Missing Tin Box,Edward Stratemeyer,1862,1930,23,['Australia -- Fiction'],63,4,237,468,"['Australia', 'Fiction']",34,21,0.06349206349206349,0.21425869747274798,0.11852614678938196,Hal,Hardwick
673,The Mystery at Putnam Hall,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",85,7,454,567,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.08235294117647059,0.13992008975793807,0.10513394992410006,Jack,Ritter
674,The Rover Boys at Big Horn Ranch,Edward Stratemeyer,1862,1930,18,"['Boarding schools -- Juvenile fiction', 'Ranches -- Juvenile fiction']",110,10,520,825,"['Boarding schools', 'Ranches', 'Juvenile fiction']",18,21,0.09090909090909091,0.13359489355179516,0.09529071769152318,Jack,Fred
675,The Rover Boys at Colby Hall,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",119,11,478,1049,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.09243697478991597,0.10593480849020497,0.08763441810208582,Jack,Fred
676,The Rover Boys at College,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",94,5,479,652,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.05319148936170213,0.218698264504514,0.16552020258006114,Tom,Dick
677,The Rover Boys at School,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",94,6,444,587,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.06382978723404255,0.13513488038097884,0.13399915156425732,Dick,Tom
678,The Rover Boys in Alaska,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",148,8,498,1002,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.05405405405405406,0.15886434319403733,0.14308008647492396,Tom,Sam
679,The Rover Boys in Business,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",84,4,426,554,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.047619047619047616,0.2123046910704152,0.1329130332723107,Tom,Sam
680,The Rover Boys in Camp,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",104,8,455,722,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.07692307692307693,0.13376363036855493,0.11081889781515628,Tom,Dick
681,The Rover Boys in New York,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",81,4,319,557,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.04938271604938271,0.22473484681399605,0.14624842195853646,Dick,Tom
682,The Rover Boys in Southern Waters,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",62,4,239,250,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.06451612903225806,0.16801776664308204,0.13065475332741575,Dick,Tom
683,The Rover Boys in the Air,Edward Stratemeyer,1862,1930,37,"['Biplanes -- Juvenile fiction', 'Brothers -- Juvenile fiction', 'College students -- Juvenile fiction', 'Detective and mystery stories']",129,5,490,885,"['Detective and mystery stories', 'Brothers', 'Biplanes', 'Juvenile fiction', 'College students']",27,21,0.03875968992248062,0.161487395631144,0.15729986124235784,Tom,Dick
684,The Rover Boys in the Jungle,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']",80,6,370,505,"['France', 'Causes', 'History', '18th century', 'Social conditions', 'Revolution, 1789-1799']",-1,21,0.075,0.1520431116782771,0.14231458056473095,Dick,Tom
685,The Rover Boys in the Land of Luck,Edward Stratemeyer,1862,1930,11,"['Cousins -- Juvenile fiction', 'Oil fields -- Juvenile fiction', 'Texas -- Juvenile fiction']",112,11,566,745,"['Oil fields', 'Cousins', 'Texas', 'Juvenile fiction']",18,21,0.09821428571428571,0.1423005706091206,0.06459382524405968,Jack,Fred
686,The Rover Boys In The Mountains,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",91,7,372,714,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.07692307692307693,0.13758679976928265,0.12189900384974652,Tom,Sam
687,The Rover Boys on a Hunt,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",87,9,388,681,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.10344827586206896,0.12731277380954584,0.08699222705534998,Jack,Fred
688,The Rover Boys on a Tour,Edward Stratemeyer,1862,1930,21,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']",112,8,518,952,"['Brothers', 'College sports', 'Conduct of life', 'Juvenile fiction', 'College students']",22,21,0.07142857142857142,0.15456260429026333,0.11732499519624769,Sam,Tom
689,The Rover Boys on Land and Sea,Edward Stratemeyer,1862,1930,55,"['Africa, East -- Description and travel', 'Hunting -- Africa, East']",47,5,180,154,"['Africa, East', 'Hunting', 'Description and travel']",-1,21,0.10638297872340426,0.1620096129562482,0.13900607450063648,Dick,Tom
690,The Rover Boys on Snowshoe Island,Edward Stratemeyer,1862,1930,25,"['Detective and mystery stories', 'Hunting stories']",85,7,388,619,"['Detective and mystery stories', 'Hunting stories']",27,21,0.08235294117647059,0.19802238033986005,0.08396591434497797,Jack,Fred
691,The Rover Boys on the Farm,Edward Stratemeyer,1862,1930,28,"['France -- History -- Revolution, 1789-1799 -- Causes', 'France -- Social conditions -- 18th century']",122,13,431,1099,"['France', 'Causes', 'History', '18th century', 'Social conditions', 'Revolution, 1789-1799']",-1,21,0.10655737704918032,0.14186492941626327,0.128795242632619,Tom,Dick
