name,author,year_birth,year_death,popularity,subjects_list
The Heart of a Woman,Baronness Orczy,1865,1947,28,"['Murder -- Fiction', 'Mystery and detective stories']"
The Laughing Cavalier,Baronness Orczy,1865,1947,67,"['Adventure stories', 'Historical fiction', 'Netherlands -- History -- 17th century -- Fiction']"
The League of the Scarlet Pimpernel,Baronness Orczy,1865,1947,102,"['Adventure stories', 'Blakeney, Percy, Sir (Fictitious character) -- Fiction', 'British -- France -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Historical fiction']"
The Nest of the Sparrowhawk,Baronness Orczy,1865,1947,36,"['Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction', 'Historical fiction']"
The Old Man in the Corner,Baronness Orczy,1865,1947,194,"['Detective and mystery stories, English']"
The Scarlet Pimpernel,Baronness Orczy,1865,1947,1975,"['Adventure stories', 'Blakeney, Percy, Sir (Fictitious character) -- Fiction', 'British -- France -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Historical fiction', 'Nobility -- Fiction']"
The Tangled Skein,Baronness Orczy,1865,1947,24,"['Great Britain -- History -- Mary I, 1553-1558 -- Fiction', 'Historical fiction']"
A Collection of Beatrix Potter Stories,Beatrix Potter,1866,1943,348,"['Animals -- Juvenile fiction', ""Children\\'s stories, English"", 'Short stories']"
Cecily Parsley's Nursery Rhymes,Beatrix Potter,1866,1943,153,"[""Children\\'s poetry"", 'Nursery rhymes']"
The Great Big Treasury of Beatrix Potter,Beatrix Potter,1866,1943,226,"['Animals -- Juvenile fiction', ""Children\\'s stories, English"", 'Short stories']"
The Story of Miss Moppet,Beatrix Potter,1866,1943,278,"['Kittens -- Juvenile fiction', 'Mice -- Juvenile fiction']"
The Tailor of Gloucester,Beatrix Potter,1866,1943,518,"['Christmas -- Juvenile fiction', 'Mice -- Juvenile fiction']"
The Tale Of Benjamin Bunny,Beatrix Potter,1866,1943,902,['Rabbits -- Juvenile fiction']
The Tale of Ginger and Pickles,Beatrix Potter,1866,1943,265,"['Animals -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Dogs -- Juvenile fiction', 'Stores, Retail -- Juvenile fiction']"
The Tale of Jemima Puddle-Duck,Beatrix Potter,1866,1943,592,"['Dogs -- Juvenile fiction', 'Domestic animals -- Juvenile fiction', 'Ducks -- Juvenile fiction', 'Foxes -- Juvenile fiction']"
The Tale of Johnny Town-Mouse,Beatrix Potter,1866,1943,495,"['Fables', 'Folklore', 'Mice -- Fiction']"
The Tale of Mr. Jeremy Fisher,Beatrix Potter,1866,1943,356,['Frogs -- Juvenile fiction']
The Tale of Mr. Tod,Beatrix Potter,1866,1943,215,"['Animals -- Juvenile fiction', ""Children\\'s stories"", 'Rabbits -- Juvenile fiction']"
The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,1866,1943,56,['Hedgehogs -- Juvenile fiction']
The Tale of Mrs. Tittlemouse,Beatrix Potter,1866,1943,363,['Mice -- Juvenile fiction']
The Tale Of Peter Rabbit,Beatrix Potter,1866,1943,306,['Rabbits -- Juvenile fiction']
The Tale of Samuel Whiskers,Beatrix Potter,1866,1943,427,"['Cats -- Juvenile fiction', ""Children\\'s stories, English"", 'Rats -- Juvenile fiction']"
The Tale of Squirrel Nutkin,Beatrix Potter,1866,1943,768,['Squirrels -- Juvenile fiction']
The Tale of the Flopsy Bunnies,Beatrix Potter,1866,1943,479,"[""Children\\'s stories, English"", 'Rabbits -- Juvenile fiction']"
The Tale of the Pie and the Patty Pan,Beatrix Potter,1866,1943,263,"['Cats -- Juvenile fiction', 'Dogs -- Juvenile fiction']"
The Tale of Timmy Tiptoes,Beatrix Potter,1866,1943,210,"['Animals -- Juvenile fiction', ""Children\\'s stories"", 'Squirrels -- Juvenile fiction']"
The Tale of Tom Kitten,Beatrix Potter,1866,1943,756,"['Cats -- Juvenile fiction', 'Kittens -- Juvenile fiction']"
Alroy,Benjamin Disraeli,1804,1881,61,"['Crusades -- Second, 1147-1149 -- Fiction', 'Historical fiction', 'Islam -- Relations -- Judaism -- Fiction', 'Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Fiction', 'Jewish fiction', 'Jews -- History -- 70-1789 -- Fiction', 'Judaism -- Relations -- Islam -- Fiction', 'Kurdistan -- Fiction', 'Messianism -- Fiction', 'Princes -- Fiction', 'War stories']"
Coningsby,Benjamin Disraeli,1804,1881,160,"['Great Britain -- Fiction', 'Political fiction', 'Politicians -- Fiction']"
Count Alarcos,Benjamin Disraeli,1804,1881,21,"['English drama -- 19th century', 'Tragedies']"
Endymion,Benjamin Disraeli,1804,1881,47,['England -- Social life and customs -- 19th century -- Fiction']
Henrietta Temple,Benjamin Disraeli,1804,1881,36,"['Aristocracy (Social class) -- Fiction', 'Autobiographical fiction', 'Dandies -- Fiction', 'London (England) -- Fiction', 'Love stories', 'Upper class families -- Fiction']"
Ixion In Heaven,Benjamin Disraeli,1804,1881,32,"['Gods, Roman -- Fiction', 'Ixion (Greek mythology) -- Fiction', 'Short stories']"
Lord George Bentinck,Benjamin Disraeli,1804,1881,56,"['Bentinck, George, Lord, 1802-1848', 'Great Britain -- Politics and government -- 1837-1901', 'Politicians -- Great Britain -- Biography']"
Lothair,Benjamin Disraeli,1804,1881,70,['Religious fiction']
Sketches,Benjamin Disraeli,1804,1881,30,"['Essays', 'Fiction']"
Sybil,Benjamin Disraeli,1804,1881,385,"['Chartism -- Fiction', 'England -- Fiction', 'Landlord and tenant -- Fiction', 'Love stories', 'Political fiction', 'Poor families -- Fiction', 'Rich people -- Fiction', 'Social classes -- Fiction']"
Tancred,Benjamin Disraeli,1804,1881,135,"['Christianity and other religions -- Judaism -- Fiction', 'Judaism -- Relations -- Christianity -- Fiction']"
The Infernal Marriage,Benjamin Disraeli,1804,1881,38,"['Gods, Roman -- Fiction', 'Satire, English']"
The Rise of Iskander,Benjamin Disraeli,1804,1881,23,['Fiction']
The Voyage of Captain Popanilla,Benjamin Disraeli,1804,1881,25,['Utopias -- Fiction']
The Young Duke,Benjamin Disraeli,1804,1881,40,"['Bildungsromans', 'Catholic emancipation -- Fiction', 'Fathers and sons -- Fiction', 'Love stories', 'Nobility -- Fiction', 'Political fiction', 'Young men -- Fiction']"
Venetia,Benjamin Disraeli,1804,1881,23,"['British -- Europe -- Fiction', 'Domestic fiction', 'Love stories', 'Poets -- Family relationships -- Fiction', 'Poets -- Fiction', 'Young women -- Fiction']"
Vivian Grey,Benjamin Disraeli,1804,1881,182,"['Bildungsromans', 'British -- Europe -- Fiction', 'Political fiction', 'Politicians -- Fiction', 'Young men -- Fiction']"
"Autobiography of Benjamin Franklin, Version 1",Benjamin Franklin,1706,1790,4817,"['Franklin, Benjamin, 1706-1790', 'Statesmen -- United States -- Biography']"
"Autobiography of Benjamin Franklin, Version 2",Benjamin Franklin,1706,1790,4817,"['Franklin, Benjamin, 1706-1790', 'Statesmen -- United States -- Biography']"
"Autobiography of Benjamin Franklin, Version 3",Benjamin Franklin,1706,1790,4817,"['Franklin, Benjamin, 1706-1790', 'Statesmen -- United States -- Biography']"
"Autobiography of Benjamin Franklin, Version 4",Benjamin Franklin,1706,1790,4817,"['Franklin, Benjamin, 1706-1790', 'Statesmen -- United States -- Biography']"
Mysticism and Logic and Other Essays,Bertrand Russell,1872,1970,504,"['Mathematics', 'Philosophy', 'Science']"
Our Knowledge of the External World as a Field for Scientific Method in Philosophy,Bertrand Russell,1872,1970,12,['Theosophy']
Political Ideals,Bertrand Russell,1872,1970,237,"['Economics', 'Individualism', 'Political science', 'Socialism']"
Proposed Roads To Freedom,Bertrand Russell,1872,1970,302,"['Anarchism', 'Guild socialism', 'Socialism', 'Syndicalism']"
The Analysis of Mind,Bertrand Russell,1872,1970,752,"['Consciousness', 'Knowledge, Theory of', 'Psychology']"
The Practice and Theory of Bolshevism,Bertrand Russell,1872,1970,292,"['Communism -- Soviet Union -- History', 'Soviet Union -- Social conditions']"
The Problem of China,Bertrand Russell,1872,1970,494,"['China -- Civilization', 'China -- Foreign relations', 'China -- Politics and government']"
The Problems of Philosophy,Bertrand Russell,1872,1970,5725,"['Knowledge, Theory of', 'Metaphysics', 'Philosophy -- Introductions']"
Dracula's Guest,Bram Stoker,1847,1912,677,"['Gothic fiction', 'Horror tales', 'Short stories']"
Dracula,Bram Stoker,1847,1912,16167,"['Dracula, Count (Fictitious character) -- Fiction', 'Epistolary fiction', 'Gothic fiction', 'Horror tales', 'Transylvania (Romania) -- Fiction', 'Vampires -- Fiction', 'Whitby (England) -- Fiction']"
The Jewel of Seven Stars,Bram Stoker,1847,1912,261,"['Archaeologists -- Fiction', 'Horror tales', 'Mummies -- Fiction']"
The Lady of the Shroud,Bram Stoker,1847,1912,121,"['Horror tales', 'Imaginary places -- Europe, Eastern -- Fiction']"
The Lair of the White Worm,Bram Stoker,1847,1912,273,"['Gothic fiction', 'Horror tales']"
The Man,Bram Stoker,1847,1912,95,"['England -- Fiction', 'Gothic fiction']"
A Drift from Redwood Camp,Bret Harte,1836,1902,21,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Western stories']"
A First Family of Tasajara,Bret Harte,1836,1902,24,"['American fiction -- 19th century', 'California -- Fiction', 'Contra Costa County (Calif.) -- Fiction', 'Western stories']"
A Millionaire of Rough-and-Ready,Bret Harte,1836,1902,18,"['California -- Social life and customs -- Fiction', 'Western stories']"
A Phyllis of the Sierras,Bret Harte,1836,1902,26,"['American fiction -- 19th century', 'Sierra Nevada (Calif. and Nev.) -- Fiction']"
A Protegee of Jack Hamlin's and Other Stories,Bret Harte,1836,1902,20,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
A Sappho of Green Springs,Bret Harte,1836,1902,34,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Western stories']"
A Waif of the Plains,Bret Harte,1836,1902,29,"['Frontier and pioneer life -- United States -- Fiction', 'Overland journeys to the Pacific -- Fiction']"
A Ward of the Golden Gate,Bret Harte,1836,1902,13,"['American fiction -- 19th century', 'Love stories', 'Man-woman relationships -- Fiction', 'San Francisco (Calif.) -- Fiction']"
By Shore and Sedge,Bret Harte,1836,1902,13,"['American fiction -- 19th century', 'Manners and customs -- Fiction']"
Clarence,Bret Harte,1836,1902,22,"['American fiction -- 19th century', 'California -- Fiction', 'Man-woman relationships -- Fiction', 'Marriage -- Fiction', 'Mines and mineral resources -- Fiction']"
Colonel Starbottle's Client and Other Stories,Bret Harte,1836,1902,33,['Western stories']
Complete Poetical Works of Bret Harte,Bret Harte,1836,1902,687,"['California -- Social life and customs -- Fiction', 'Short stories, American', 'Western stories']"
Condensed Novels,Bret Harte,1836,1902,24,"['Fiction', 'Parodies']"
Cressy,Bret Harte,1836,1902,28,"['American fiction -- 19th century', 'California -- Social life and customs -- 19th century -- Fiction', 'Schoolgirls -- Fiction', 'Teachers -- Fiction', 'Young women -- Fiction']"
Devil's Ford,Bret Harte,1836,1902,28,"['Frontier and pioneer life -- West (U.S.) -- Fiction', 'Prospecting -- Fiction', 'West (U.S.) -- Social life and customs -- 19th century -- Fiction', 'Western stories']"
Dickens in Camp,Bret Harte,1836,1902,27,"['Dickens, Charles, 1812-1870 -- Poetry']"
Drift from Two Shores,Bret Harte,1836,1902,29,"['American fiction -- 19th century', 'Short stories, American', 'United States -- Social life and customs -- 19th century -- Fiction']"
East and West,Bret Harte,1836,1902,27,['American poetry -- 19th century']
Excelsior,Bret Harte,1836,1902,32,"['California -- Social life and customs -- Fiction', 'Western stories']"
"Flip, A California Romance",Bret Harte,1836,1902,34,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Western stories']"
Found At Blazing Star,Bret Harte,1836,1902,23,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Western stories']"
From Sand Hill to Pine,Bret Harte,1836,1902,18,"['American fiction -- 19th century', 'Short stories']"
Frontier Stories,Bret Harte,1836,1902,26,"['California -- Social life and customs -- Fiction', 'Western stories']"
Gabriel Conroy,Bret Harte,1836,1902,58,"['California -- Fiction', 'Western stories']"
Her Letter His Answer & Her Last Letter,Bret Harte,1836,1902,8,['American poetry']
In a Hollow of the Hills,Bret Harte,1836,1902,29,"['American fiction -- 19th century', 'California -- Fiction', 'Western stories']"
In the Carquinez Woods,Bret Harte,1836,1902,19,"['American fiction -- 19th century', 'California -- History -- 19th century -- Fiction', 'Gold mines and mining -- California -- Fiction', 'Man-woman relationships -- Fiction']"
Jeff Briggs's Love Story,Bret Harte,1836,1902,24,"['American fiction -- 19th century', 'California -- Fiction', 'Western stories']"
Legends and Tales,Bret Harte,1836,1902,19,"['American fiction -- 19th century', 'Short stories']"
Maruja,Bret Harte,1836,1902,22,"['American fiction -- 19th century', 'California -- Fiction', 'Western stories']"
Mr. Jack Hamlin's Mediation and Other Stories,Bret Harte,1836,1902,31,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
Mrs. Skaggs's Husbands and Other Stories,Bret Harte,1836,1902,47,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
New Burlesques,Bret Harte,1836,1902,18,"['Burlesques', 'Parodies', 'Short stories, American']"
On the Frontier,Bret Harte,1836,1902,43,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Western stories']"
Openings in the Old Trail,Bret Harte,1836,1902,43,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'Short stories', 'Western stories']"
Sally Dows and Other Stories,Bret Harte,1836,1902,22,"['American fiction -- 19th century', 'Western stories']"
Salomy Jane,Bret Harte,1836,1902,34,"['Man-woman relationships -- Fiction', 'Robbers and outlaws -- Fiction']"
Selected Stories,Bret Harte,1836,1902,687,"['California -- Social life and customs -- Fiction', 'Short stories, American', 'Western stories']"
Snow-Bound at Eagle's,Bret Harte,1836,1902,24,"['California -- Social life and customs -- 19th century -- Fiction', 'Frontier and pioneer life -- California -- Fiction', 'Sierra Nevada (Calif. and Nev.) -- Fiction']"
Stories in Light and Shadow,Bret Harte,1836,1902,24,"['American fiction -- 19th century', 'California -- Fiction', 'Short stories']"
"Susy, A Story of the Plains",Bret Harte,1836,1902,16,['American fiction -- 19th century']
Tales of the Argonauts,Bret Harte,1836,1902,35,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
Tales of Trail and Town,Bret Harte,1836,1902,34,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
Tennessee's Partner,Bret Harte,1836,1902,75,"['California -- Fiction', 'Western stories']"
Thankful Blossom,Bret Harte,1836,1902,15,"['American fiction -- 19th century', 'United States -- History -- Revolution, 1775-1783 -- Fiction']"
The Argonauts of North Liberty,Bret Harte,1836,1902,23,"['American fiction -- 19th century', 'California -- History -- 1846-1850 -- Fiction', 'Frontier and pioneer life -- California -- Fiction']"
The Bell-Ringer of Angel's and Other Stories,Bret Harte,1836,1902,18,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
The Crusade of the Excelsior,Bret Harte,1836,1902,32,"['California -- Social life and customs -- Fiction', 'Western stories']"
The Heritage of Dedlow Marsh and Other Tales,Bret Harte,1836,1902,14,"['California -- Social life and customs -- Fiction', 'Western stories']"
The Luck of Roaring Camp and Other Tales,Bret Harte,1836,1902,1032,"['Frontier and pioneer life -- West (U.S.) -- Fiction', 'Western stories']"
The Queen of the Pirate Isle,Bret Harte,1836,1902,22,"['American fiction -- 19th century', 'Fantasy games -- Juvenile fiction', 'Gold mines and mining -- California -- Juvenile fiction', 'Pirates -- Juvenile fiction', 'Stanislaus River (Calif.) -- Juvenile fiction']"
The Story of a Mine,Bret Harte,1836,1902,20,"['American fiction -- 19th century', 'Mines and mineral resources -- Fiction']"
The Three Partners,Bret Harte,1836,1902,22,"['American fiction -- 19th century', 'California -- Fiction', 'Gold mines and mining -- Fiction', 'Western stories']"
The Twins of Table Mountain and Other Stories,Bret Harte,1836,1902,14,"['California -- Social life and customs -- Fiction', 'Western stories']"
Trent's Trust and Other Stories,Bret Harte,1836,1902,29,"['American fiction -- 19th century', 'Short stories', 'Western stories']"
Two Men of Sandy Bar,Bret Harte,1836,1902,22,"['American drama -- 19th century', 'California -- Gold discoveries -- Drama', 'California -- History -- 1846-1850 -- Drama']"
Under the Redwoods,Bret Harte,1836,1902,35,"['American fiction -- 19th century', 'California -- Social life and customs -- Fiction', 'San Francisco (Calif.) -- Fiction', 'Short stories']"
Urban Sketches,Bret Harte,1836,1902,26,"['American fiction -- 19th century', 'Short stories']"
A Monograph on the Sub-class Cirripedia (Volume 1 of 2),Charles Darwin,1809,1882,443,['Great Britain -- History -- Juvenile literature']
